version_group,group,species_id,species_identifier,form_identifier
colosseum,shiny,244,entei,NULL
colosseum,shiny,245,suicune,NULL
colosseum,shiny,246,larvitar,NULL
colosseum,shiny,247,pupitar,NULL
colosseum,shiny,248,tyranitar,NULL
colosseum,shiny,249,lugia,NULL
colosseum,shiny,250,ho-oh,NULL
colosseum,shiny,251,celebi,NULL
colosseum,shiny,252,treecko,NULL
colosseum,shiny,253,grovyle,NULL
colosseum,shiny,254,sceptile,NULL
colosseum,shiny,255,torchic,NULL
colosseum,shiny,256,combusken,NULL
colosseum,shiny,257,blaziken,NULL
colosseum,shiny,258,mudkip,NULL
colosseum,shiny,259,marshtomp,NULL
colosseum,shiny,260,swampert,NULL
colosseum,shiny,261,poochyena,NULL
colosseum,shiny,262,mightyena,NULL
colosseum,shiny,263,zigzagoon,NULL
colosseum,shiny,264,linoone,NULL
colosseum,shiny,265,wurmple,NULL
colosseum,shiny,266,silcoon,NULL
colosseum,shiny,267,beautifly,NULL
colosseum,shiny,268,cascoon,NULL
colosseum,shiny,269,dustox,NULL
colosseum,shiny,270,lotad,NULL
colosseum,shiny,271,lombre,NULL
colosseum,shiny,272,ludicolo,NULL
colosseum,shiny,273,seedot,NULL
colosseum,shiny,274,nuzleaf,NULL
colosseum,shiny,275,shiftry,NULL
colosseum,shiny,276,taillow,NULL
colosseum,shiny,277,swellow,NULL
colosseum,shiny,278,wingull,NULL
colosseum,shiny,279,pelipper,NULL
colosseum,shiny,280,ralts,NULL
colosseum,shiny,281,kirlia,NULL
colosseum,shiny,282,gardevoir,NULL
colosseum,shiny,283,surskit,NULL
colosseum,shiny,284,masquerain,NULL
colosseum,shiny,285,shroomish,NULL
colosseum,shiny,286,breloom,NULL
colosseum,shiny,287,slakoth,NULL
colosseum,shiny,288,vigoroth,NULL
colosseum,shiny,289,slaking,NULL
colosseum,shiny,290,nincada,NULL
colosseum,shiny,291,ninjask,NULL
colosseum,shiny,292,shedinja,NULL
colosseum,shiny,293,whismur,NULL
colosseum,shiny,294,loudred,NULL
colosseum,shiny,295,exploud,NULL
colosseum,shiny,296,makuhita,NULL
colosseum,shiny,297,hariyama,NULL
colosseum,shiny,298,azurill,NULL
colosseum,shiny,299,nosepass,NULL
colosseum,shiny,300,skitty,NULL
colosseum,shiny,301,delcatty,NULL
colosseum,shiny,302,sableye,NULL
colosseum,shiny,303,mawile,NULL
colosseum,shiny,304,aron,NULL
colosseum,shiny,305,lairon,NULL
colosseum,shiny,306,aggron,NULL
colosseum,shiny,307,meditite,NULL
colosseum,shiny,308,medicham,NULL
colosseum,shiny,309,electrike,NULL
colosseum,shiny,310,manectric,NULL
colosseum,shiny,311,plusle,NULL
colosseum,shiny,312,minun,NULL
colosseum,shiny,313,volbeat,NULL
colosseum,shiny,314,illumise,NULL
colosseum,shiny,315,roselia,NULL
colosseum,shiny,316,gulpin,NULL
colosseum,shiny,317,swalot,NULL
colosseum,shiny,318,carvanha,NULL
colosseum,shiny,319,sharpedo,NULL
colosseum,shiny,320,wailmer,NULL
colosseum,shiny,321,wailord,NULL
colosseum,shiny,322,numel,NULL
colosseum,shiny,323,camerupt,NULL
colosseum,shiny,324,torkoal,NULL
colosseum,shiny,325,spoink,NULL
colosseum,shiny,326,grumpig,NULL
colosseum,shiny,327,spinda,NULL
colosseum,shiny,328,trapinch,NULL
colosseum,shiny,329,vibrava,NULL
colosseum,shiny,330,flygon,NULL
colosseum,shiny,331,cacnea,NULL
colosseum,shiny,332,cacturne,NULL
colosseum,shiny,333,swablu,NULL
colosseum,shiny,334,altaria,NULL
colosseum,shiny,335,zangoose,NULL
colosseum,shiny,336,seviper,NULL
colosseum,shiny,337,lunatone,NULL
colosseum,shiny,338,solrock,NULL
colosseum,shiny,339,barboach,NULL
colosseum,shiny,340,whiscash,NULL
colosseum,shiny,341,corphish,NULL
colosseum,shiny,342,crawdaunt,NULL
colosseum,shiny,343,baltoy,NULL
colosseum,shiny,344,claydol,NULL
colosseum,shiny,345,lileep,NULL
colosseum,shiny,346,cradily,NULL
colosseum,shiny,347,anorith,NULL
colosseum,shiny,348,armaldo,NULL
colosseum,shiny,349,feebas,NULL
colosseum,shiny,350,milotic,NULL
colosseum,shiny,351,castform,NULL
colosseum,shiny,351,castform,sunny
colosseum,shiny,351,castform,rainy
colosseum,shiny,351,castform,snowy
colosseum,shiny,352,kecleon,NULL
colosseum,shiny,353,shuppet,NULL
colosseum,shiny,354,banette,NULL
colosseum,shiny,355,duskull,NULL
colosseum,shiny,356,dusclops,NULL
colosseum,shiny,357,tropius,NULL
colosseum,shiny,358,chimecho,NULL
colosseum,shiny,359,absol,NULL
colosseum,shiny,360,wynaut,NULL
colosseum,shiny,361,snorunt,NULL
colosseum,shiny,362,glalie,NULL
colosseum,shiny,363,spheal,NULL
colosseum,shiny,364,sealeo,NULL
colosseum,shiny,365,walrein,NULL
colosseum,shiny,366,clamperl,NULL
colosseum,shiny,367,huntail,NULL
colosseum,shiny,368,gorebyss,NULL
colosseum,shiny,369,relicanth,NULL
colosseum,shiny,370,luvdisc,NULL
colosseum,shiny,371,bagon,NULL
colosseum,shiny,372,shelgon,NULL
colosseum,shiny,373,salamence,NULL
colosseum,shiny,374,beldum,NULL
colosseum,shiny,375,metang,NULL
colosseum,shiny,376,metagross,NULL
colosseum,shiny,377,regirock,NULL
colosseum,shiny,378,regice,NULL
colosseum,shiny,379,registeel,NULL
colosseum,shiny,380,latias,NULL
colosseum,shiny,381,latios,NULL
colosseum,shiny,382,kyogre,NULL
colosseum,shiny,383,groudon,NULL
colosseum,shiny,384,rayquaza,NULL
colosseum,shiny,385,jirachi,NULL
colosseum,shiny,386,deoxys,normal
colosseum,shiny,386,deoxys,attack
colosseum,shiny,386,deoxys,defense
colosseum,shiny,386,deoxys,speed
xd,,1,bulbasaur,NULL
xd,,2,ivysaur,NULL
xd,,3,venusaur,NULL
xd,,4,charmander,NULL
xd,,5,charmeleon,NULL
xd,,6,charizard,NULL
xd,,7,squirtle,NULL
xd,,8,wartortle,NULL
xd,,9,blastoise,NULL
xd,,10,caterpie,NULL
xd,,11,metapod,NULL
xd,,12,butterfree,NULL
xd,,13,weedle,NULL
xd,,14,kakuna,NULL
xd,,15,beedrill,NULL
xd,,16,pidgey,NULL
xd,,17,pidgeotto,NULL
xd,,18,pidgeot,NULL
xd,,19,rattata,NULL
xd,,20,raticate,NULL
xd,,21,spearow,NULL
xd,,22,fearow,NULL
xd,,23,ekans,NULL
xd,,24,arbok,NULL
xd,,25,pikachu,NULL
xd,,26,raichu,NULL
xd,,27,sandshrew,NULL
xd,,28,sandslash,NULL
xd,,29,nidoran-f,NULL
xd,,30,nidorina,NULL
xd,,31,nidoqueen,NULL
xd,,32,nidoran-m,NULL
xd,,33,nidorino,NULL
xd,,34,nidoking,NULL
xd,,35,clefairy,NULL
xd,,36,clefable,NULL
xd,,37,vulpix,NULL
xd,,38,ninetales,NULL
xd,,39,jigglypuff,NULL
xd,,40,wigglytuff,NULL
xd,,41,zubat,NULL
xd,,42,golbat,NULL
xd,,43,oddish,NULL
xd,,44,gloom,NULL
xd,,45,vileplume,NULL
xd,,46,paras,NULL
xd,,47,parasect,NULL
xd,,48,venonat,NULL
xd,,49,venomoth,NULL
xd,,50,diglett,NULL
xd,,51,dugtrio,NULL
xd,,52,meowth,NULL
xd,,53,persian,NULL
xd,,54,psyduck,NULL
xd,,55,golduck,NULL
xd,,56,mankey,NULL
xd,,57,primeape,NULL
xd,,58,growlithe,NULL
xd,,59,arcanine,NULL
xd,,60,poliwag,NULL
xd,,61,poliwhirl,NULL
xd,,62,poliwrath,NULL
xd,,63,abra,NULL
xd,,64,kadabra,NULL
xd,,65,alakazam,NULL
xd,,66,machop,NULL
xd,,67,machoke,NULL
xd,,68,machamp,NULL
xd,,69,bellsprout,NULL
xd,,70,weepinbell,NULL
xd,,71,victreebel,NULL
xd,,72,tentacool,NULL
xd,,73,tentacruel,NULL
xd,,74,geodude,NULL
xd,,75,graveler,NULL
xd,,76,golem,NULL
xd,,77,ponyta,NULL
xd,,78,rapidash,NULL
xd,,79,slowpoke,NULL
xd,,80,slowbro,NULL
xd,,81,magnemite,NULL
xd,,82,magneton,NULL
xd,,83,farfetchd,NULL
xd,,84,doduo,NULL
xd,,85,dodrio,NULL
xd,,86,seel,NULL
xd,,87,dewgong,NULL
xd,,88,grimer,NULL
xd,,89,muk,NULL
xd,,90,shellder,NULL
xd,,91,cloyster,NULL
xd,,92,gastly,NULL
xd,,93,haunter,NULL
xd,,94,gengar,NULL
xd,,95,onix,NULL
xd,,96,drowzee,NULL
xd,,97,hypno,NULL
xd,,98,krabby,NULL
xd,,99,kingler,NULL
xd,,100,voltorb,NULL
xd,,101,electrode,NULL
xd,,102,exeggcute,NULL
xd,,103,exeggutor,NULL
xd,,104,cubone,NULL
xd,,105,marowak,NULL
xd,,106,hitmonlee,NULL
xd,,107,hitmonchan,NULL
xd,,108,lickitung,NULL
xd,,109,koffing,NULL
xd,,110,weezing,NULL
xd,,111,rhyhorn,NULL
xd,,112,rhydon,NULL
xd,,113,chansey,NULL
xd,,114,tangela,NULL
xd,,115,kangaskhan,NULL
xd,,116,horsea,NULL
xd,,117,seadra,NULL
xd,,118,goldeen,NULL
xd,,119,seaking,NULL
xd,,120,staryu,NULL
xd,,121,starmie,NULL
xd,,122,mr-mime,NULL
xd,,123,scyther,NULL
xd,,124,jynx,NULL
xd,,125,electabuzz,NULL
xd,,126,magmar,NULL
xd,,127,pinsir,NULL
xd,,128,tauros,NULL
xd,,129,magikarp,NULL
xd,,130,gyarados,NULL
xd,,131,lapras,NULL
xd,,132,ditto,NULL
xd,,133,eevee,NULL
xd,,134,vaporeon,NULL
xd,,135,jolteon,NULL
xd,,136,flareon,NULL
xd,,137,porygon,NULL
xd,,138,omanyte,NULL
xd,,139,omastar,NULL
xd,,140,kabuto,NULL
xd,,141,kabutops,NULL
xd,,142,aerodactyl,NULL
xd,,143,snorlax,NULL
xd,,144,articuno,NULL
xd,,145,zapdos,NULL
xd,,146,moltres,NULL
xd,,147,dratini,NULL
xd,,148,dragonair,NULL
xd,,149,dragonite,NULL
xd,,150,mewtwo,NULL
xd,,151,mew,NULL
xd,,152,chikorita,NULL
xd,,153,bayleef,NULL
xd,,154,meganium,NULL
xd,,155,cyndaquil,NULL
xd,,156,quilava,NULL
xd,,157,typhlosion,NULL
xd,,158,totodile,NULL
xd,,159,croconaw,NULL
xd,,160,feraligatr,NULL
xd,,161,sentret,NULL
xd,,162,furret,NULL
xd,,163,hoothoot,NULL
xd,,164,noctowl,NULL
xd,,165,ledyba,NULL
xd,,166,ledian,NULL
xd,,167,spinarak,NULL
xd,,168,ariados,NULL
xd,,169,crobat,NULL
xd,,170,chinchou,NULL
xd,,171,lanturn,NULL
xd,,172,pichu,NULL
xd,,173,cleffa,NULL
xd,,174,igglybuff,NULL
xd,,175,togepi,NULL
xd,,176,togetic,NULL
xd,,177,natu,NULL
xd,,178,xatu,NULL
xd,,179,mareep,NULL
xd,,180,flaaffy,NULL
xd,,181,ampharos,NULL
xd,,182,bellossom,NULL
xd,,183,marill,NULL
xd,,184,azumarill,NULL
xd,,185,sudowoodo,NULL
xd,,186,politoed,NULL
xd,,187,hoppip,NULL
xd,,188,skiploom,NULL
xd,,189,jumpluff,NULL
xd,,190,aipom,NULL
xd,,191,sunkern,NULL
xd,,192,sunflora,NULL
xd,,193,yanma,NULL
xd,,194,wooper,NULL
xd,,195,quagsire,NULL
xd,,196,espeon,NULL
xd,,197,umbreon,NULL
xd,,198,murkrow,NULL
xd,,199,slowking,NULL
xd,,200,misdreavus,NULL
xd,,201,unown,a
xd,,201,unown,b
xd,,201,unown,c
xd,,201,unown,d
xd,,201,unown,e
xd,,201,unown,f
xd,,201,unown,g
xd,,201,unown,h
xd,,201,unown,i
xd,,201,unown,j
xd,,201,unown,k
xd,,201,unown,l
xd,,201,unown,m
xd,,201,unown,n
xd,,201,unown,o
xd,,201,unown,p
xd,,201,unown,q
xd,,201,unown,r
xd,,201,unown,s
xd,,201,unown,t
xd,,201,unown,u
xd,,201,unown,v
xd,,201,unown,w
xd,,201,unown,x
xd,,201,unown,y
xd,,201,unown,z
xd,,201,unown,exclamation
xd,,201,unown,question
xd,,202,wobbuffet,NULL
xd,,203,girafarig,NULL
xd,,204,pineco,NULL
xd,,205,forretress,NULL
xd,,206,dunsparce,NULL
xd,,207,gligar,NULL
xd,,208,steelix,NULL
xd,,209,snubbull,NULL
xd,,210,granbull,NULL
xd,,211,qwilfish,NULL
xd,,212,scizor,NULL
xd,,213,shuckle,NULL
xd,,214,heracross,NULL
xd,,215,sneasel,NULL
xd,,216,teddiursa,NULL
xd,,217,ursaring,NULL
xd,,218,slugma,NULL
xd,,219,magcargo,NULL
xd,,220,swinub,NULL
xd,,221,piloswine,NULL
xd,,222,corsola,NULL
xd,,223,remoraid,NULL
xd,,224,octillery,NULL
xd,,225,delibird,NULL
xd,,226,mantine,NULL
xd,,227,skarmory,NULL
xd,,228,houndour,NULL
xd,,229,houndoom,NULL
xd,,230,kingdra,NULL
xd,,231,phanpy,NULL
xd,,232,donphan,NULL
xd,,233,porygon2,NULL
xd,,234,stantler,NULL
xd,,235,smeargle,NULL
xd,,236,tyrogue,NULL
xd,,237,hitmontop,NULL
xd,,238,smoochum,NULL
xd,,239,elekid,NULL
xd,,240,magby,NULL
xd,,241,miltank,NULL
xd,,242,blissey,NULL
xd,,243,raikou,NULL
xd,,244,entei,NULL
xd,,245,suicune,NULL
xd,,246,larvitar,NULL
xd,,247,pupitar,NULL
xd,,248,tyranitar,NULL
xd,,249,lugia,NULL
xd,,250,ho-oh,NULL
xd,,251,celebi,NULL
xd,,252,treecko,NULL
xd,,253,grovyle,NULL
xd,,254,sceptile,NULL
xd,,255,torchic,NULL
xd,,256,combusken,NULL
xd,,257,blaziken,NULL
xd,,258,mudkip,NULL
xd,,259,marshtomp,NULL
xd,,260,swampert,NULL
xd,,261,poochyena,NULL
xd,,262,mightyena,NULL
xd,,263,zigzagoon,NULL
xd,,264,linoone,NULL
xd,,265,wurmple,NULL
xd,,266,silcoon,NULL
xd,,267,beautifly,NULL
xd,,268,cascoon,NULL
xd,,269,dustox,NULL
xd,,270,lotad,NULL
xd,,271,lombre,NULL
xd,,272,ludicolo,NULL
xd,,273,seedot,NULL
xd,,274,nuzleaf,NULL
xd,,275,shiftry,NULL
xd,,276,taillow,NULL
xd,,277,swellow,NULL
xd,,278,wingull,NULL
xd,,279,pelipper,NULL
xd,,280,ralts,NULL
xd,,281,kirlia,NULL
xd,,282,gardevoir,NULL
xd,,283,surskit,NULL
xd,,284,masquerain,NULL
xd,,285,shroomish,NULL
xd,,286,breloom,NULL
xd,,287,slakoth,NULL
xd,,288,vigoroth,NULL
xd,,289,slaking,NULL
xd,,290,nincada,NULL
xd,,291,ninjask,NULL
xd,,292,shedinja,NULL
xd,,293,whismur,NULL
xd,,294,loudred,NULL
xd,,295,exploud,NULL
xd,,296,makuhita,NULL
xd,,297,hariyama,NULL
xd,,298,azurill,NULL
xd,,299,nosepass,NULL
xd,,300,skitty,NULL
xd,,301,delcatty,NULL
xd,,302,sableye,NULL
xd,,303,mawile,NULL
xd,,304,aron,NULL
xd,,305,lairon,NULL
xd,,306,aggron,NULL
xd,,307,meditite,NULL
xd,,308,medicham,NULL
xd,,309,electrike,NULL
xd,,310,manectric,NULL
xd,,311,plusle,NULL
xd,,312,minun,NULL
xd,,313,volbeat,NULL
xd,,314,illumise,NULL
xd,,315,roselia,NULL
xd,,316,gulpin,NULL
xd,,317,swalot,NULL
xd,,318,carvanha,NULL
xd,,319,sharpedo,NULL
xd,,320,wailmer,NULL
xd,,321,wailord,NULL
xd,,322,numel,NULL
xd,,323,camerupt,NULL
xd,,324,torkoal,NULL
xd,,325,spoink,NULL
xd,,326,grumpig,NULL
xd,,327,spinda,NULL
xd,,328,trapinch,NULL
xd,,329,vibrava,NULL
xd,,330,flygon,NULL
xd,,331,cacnea,NULL
xd,,332,cacturne,NULL
xd,,333,swablu,NULL
xd,,334,altaria,NULL
xd,,335,zangoose,NULL
xd,,336,seviper,NULL
xd,,337,lunatone,NULL
xd,,338,solrock,NULL
xd,,339,barboach,NULL
xd,,340,whiscash,NULL
xd,,341,corphish,NULL
xd,,342,crawdaunt,NULL
xd,,343,baltoy,NULL
xd,,344,claydol,NULL
xd,,345,lileep,NULL
xd,,346,cradily,NULL
xd,,347,anorith,NULL
xd,,348,armaldo,NULL
xd,,349,feebas,NULL
xd,,350,milotic,NULL
xd,,351,castform,NULL
xd,,351,castform,sunny
xd,,351,castform,rainy
xd,,351,castform,snowy
xd,,352,kecleon,NULL
xd,,353,shuppet,NULL
xd,,354,banette,NULL
xd,,355,duskull,NULL
xd,,356,dusclops,NULL
xd,,357,tropius,NULL
xd,,358,chimecho,NULL
xd,,359,absol,NULL
xd,,360,wynaut,NULL
xd,,361,snorunt,NULL
xd,,362,glalie,NULL
xd,,363,spheal,NULL
xd,,364,sealeo,NULL
xd,,365,walrein,NULL
xd,,366,clamperl,NULL
xd,,367,huntail,NULL
xd,,368,gorebyss,NULL
xd,,369,relicanth,NULL
xd,,370,luvdisc,NULL
xd,,371,bagon,NULL
xd,,372,shelgon,NULL
xd,,373,salamence,NULL
xd,,374,beldum,NULL
xd,,375,metang,NULL
xd,,376,metagross,NULL
xd,,377,regirock,NULL
xd,,378,regice,NULL
xd,,379,registeel,NULL
xd,,380,latias,NULL
xd,,381,latios,NULL
xd,,382,kyogre,NULL
xd,,383,groudon,NULL
xd,,384,rayquaza,NULL
xd,,385,jirachi,NULL
xd,,386,deoxys,normal
xd,,386,deoxys,attack
xd,,386,deoxys,defense
xd,,386,deoxys,speed
xd,,387,turtwig,NULL
xd,,388,grotle,NULL
xd,,389,torterra,NULL
xd,,390,chimchar,NULL
xd,,391,monferno,NULL
xd,,392,infernape,NULL
xd,,393,piplup,NULL
xd,,394,prinplup,NULL
xd,,395,empoleon,NULL
xd,,396,starly,NULL
xd,,397,staravia,NULL
xd,,398,staraptor,NULL
xd,,399,bidoof,NULL
xd,,400,bibarel,NULL
xd,,401,kricketot,NULL
xd,,402,kricketune,NULL
xd,,403,shinx,NULL
xd,,404,luxio,NULL
xd,,405,luxray,NULL
xd,,406,budew,NULL
xd,,407,roserade,NULL
xd,,408,cranidos,NULL
xd,,409,rampardos,NULL
xd,,410,shieldon,NULL
xd,,411,bastiodon,NULL
xd,,412,burmy,plant
xd,,412,burmy,sandy
xd,,412,burmy,trash
xd,,413,wormadam,plant
xd,,413,wormadam,sandy
xd,,413,wormadam,trash
xd,,414,mothim,plant
xd,,415,combee,NULL
xd,,416,vespiquen,NULL
xd,,417,pachirisu,NULL
xd,,418,buizel,NULL
xd,,419,floatzel,NULL
xd,,420,cherubi,NULL
xd,,421,cherrim,overcast
xd,,421,cherrim,sunshine
xd,,422,shellos,west
xd,,422,shellos,east
xd,,423,gastrodon,west
xd,,423,gastrodon,east
xd,,424,ambipom,NULL
xd,,425,drifloon,NULL
xd,,426,drifblim,NULL
xd,,427,buneary,NULL
xd,,428,lopunny,NULL
xd,,429,mismagius,NULL
xd,,430,honchkrow,NULL
xd,,431,glameow,NULL
xd,,432,purugly,NULL
xd,,433,chingling,NULL
xd,,434,stunky,NULL
xd,,435,skuntank,NULL
xd,,436,bronzor,NULL
xd,,437,bronzong,NULL
xd,,438,bonsly,NULL
xd,,439,mime-jr,NULL
xd,,440,happiny,NULL
xd,,441,chatot,NULL
xd,,442,spiritomb,NULL
xd,,443,gible,NULL
xd,,444,gabite,NULL
xd,,445,garchomp,NULL
xd,,446,munchlax,NULL
xd,,447,riolu,NULL
xd,,448,lucario,NULL
xd,,449,hippopotas,NULL
xd,,450,hippowdon,NULL
xd,,451,skorupi,NULL
xd,,452,drapion,NULL
xd,,453,croagunk,NULL
xd,,454,toxicroak,NULL
xd,,455,carnivine,NULL
xd,,456,finneon,NULL
xd,,457,lumineon,NULL
xd,,458,mantyke,NULL
xd,,459,snover,NULL
xd,,460,abomasnow,NULL
xd,,461,weavile,NULL
xd,,462,magnezone,NULL
xd,,463,lickilicky,NULL
xd,,464,rhyperior,NULL
xd,,465,tangrowth,NULL
xd,,466,electivire,NULL
xd,,467,magmortar,NULL
xd,,468,togekiss,NULL
xd,,469,yanmega,NULL
xd,,470,leafeon,NULL
xd,,471,glaceon,NULL
xd,,472,gliscor,NULL
xd,,473,mamoswine,NULL
xd,,474,porygon-z,NULL
xd,,475,gallade,NULL
xd,,476,probopass,NULL
xd,,477,dusknoir,NULL
xd,,478,froslass,NULL
xd,,479,rotom,NULL
xd,,480,uxie,NULL
xd,,481,mesprit,NULL
xd,,482,azelf,NULL
xd,,483,dialga,NULL
xd,,484,palkia,NULL
xd,,485,heatran,NULL
xd,,486,regigigas,NULL
xd,,487,giratina,altered
xd,,488,cresselia,NULL
xd,,489,phione,NULL
xd,,490,manaphy,NULL
xd,,491,darkrai,NULL
xd,,492,shaymin,land
xd,,493,arceus,normal
xd,,493,arceus,bug
xd,,493,arceus,dark
xd,,493,arceus,dragon
xd,,493,arceus,electric
xd,,493,arceus,fighting
xd,,493,arceus,fire
xd,,493,arceus,flying
xd,,493,arceus,ghost
xd,,493,arceus,grass
xd,,493,arceus,ground
xd,,493,arceus,ice
xd,,493,arceus,poison
xd,,493,arceus,psychic
xd,,493,arceus,rock
xd,,493,arceus,steel
xd,,493,arceus,water
xd,,493,arceus,unknown
xd,back,1,bulbasaur,NULL
xd,back,2,ivysaur,NULL
xd,back,3,venusaur,NULL
xd,back,4,charmander,NULL
xd,back,5,charmeleon,NULL
xd,back,6,charizard,NULL
xd,back,7,squirtle,NULL
xd,back,8,wartortle,NULL
xd,back,9,blastoise,NULL
xd,back,10,caterpie,NULL
xd,back,11,metapod,NULL
xd,back,12,butterfree,NULL
xd,back,13,weedle,NULL
xd,back,14,kakuna,NULL
xd,back,15,beedrill,NULL
xd,back,16,pidgey,NULL
xd,back,17,pidgeotto,NULL
xd,back,18,pidgeot,NULL
xd,back,19,rattata,NULL
xd,back,20,raticate,NULL
xd,back,21,spearow,NULL
xd,back,22,fearow,NULL
xd,back,23,ekans,NULL
xd,back,24,arbok,NULL
xd,back,25,pikachu,NULL
xd,back,26,raichu,NULL
xd,back,27,sandshrew,NULL
xd,back,28,sandslash,NULL
xd,back,29,nidoran-f,NULL
xd,back,30,nidorina,NULL
xd,back,31,nidoqueen,NULL
xd,back,32,nidoran-m,NULL
xd,back,33,nidorino,NULL
xd,back,34,nidoking,NULL
xd,back,35,clefairy,NULL
xd,back,36,clefable,NULL
xd,back,37,vulpix,NULL
xd,back,38,ninetales,NULL
xd,back,39,jigglypuff,NULL
xd,back,40,wigglytuff,NULL
xd,back,41,zubat,NULL
xd,back,42,golbat,NULL
xd,back,43,oddish,NULL
xd,back,44,gloom,NULL
xd,back,45,vileplume,NULL
xd,back,46,paras,NULL
xd,back,47,parasect,NULL
xd,back,48,venonat,NULL
xd,back,49,venomoth,NULL
xd,back,50,diglett,NULL
xd,back,51,dugtrio,NULL
xd,back,52,meowth,NULL
xd,back,53,persian,NULL
xd,back,54,psyduck,NULL
xd,back,55,golduck,NULL
xd,back,56,mankey,NULL
xd,back,57,primeape,NULL
xd,back,58,growlithe,NULL
xd,back,59,arcanine,NULL
xd,back,60,poliwag,NULL
xd,back,61,poliwhirl,NULL
xd,back,62,poliwrath,NULL
xd,back,63,abra,NULL
xd,back,64,kadabra,NULL
xd,back,65,alakazam,NULL
xd,back,66,machop,NULL
xd,back,67,machoke,NULL
xd,back,68,machamp,NULL
xd,back,69,bellsprout,NULL
xd,back,70,weepinbell,NULL
xd,back,71,victreebel,NULL
xd,back,72,tentacool,NULL
xd,back,73,tentacruel,NULL
xd,back,74,geodude,NULL
xd,back,75,graveler,NULL
xd,back,76,golem,NULL
xd,back,77,ponyta,NULL
xd,back,78,rapidash,NULL
xd,back,79,slowpoke,NULL
xd,back,80,slowbro,NULL
xd,back,81,magnemite,NULL
xd,back,82,magneton,NULL
xd,back,83,farfetchd,NULL
xd,back,84,doduo,NULL
xd,back,85,dodrio,NULL
xd,back,86,seel,NULL
xd,back,87,dewgong,NULL
xd,back,88,grimer,NULL
xd,back,89,muk,NULL
xd,back,90,shellder,NULL
xd,back,91,cloyster,NULL
xd,back,92,gastly,NULL
xd,back,93,haunter,NULL
xd,back,94,gengar,NULL
xd,back,95,onix,NULL
xd,back,96,drowzee,NULL
xd,back,97,hypno,NULL
xd,back,98,krabby,NULL
xd,back,99,kingler,NULL
xd,back,100,voltorb,NULL
xd,back,101,electrode,NULL
xd,back,102,exeggcute,NULL
xd,back,103,exeggutor,NULL
xd,back,104,cubone,NULL
xd,back,105,marowak,NULL
xd,back,106,hitmonlee,NULL
xd,back,107,hitmonchan,NULL
xd,back,108,lickitung,NULL
xd,back,109,koffing,NULL
xd,back,110,weezing,NULL
xd,back,111,rhyhorn,NULL
xd,back,112,rhydon,NULL
xd,back,113,chansey,NULL
xd,back,114,tangela,NULL
xd,back,115,kangaskhan,NULL
xd,back,116,horsea,NULL
xd,back,117,seadra,NULL
xd,back,118,goldeen,NULL
xd,back,119,seaking,NULL
xd,back,120,staryu,NULL
xd,back,121,starmie,NULL
xd,back,122,mr-mime,NULL
xd,back,123,scyther,NULL
xd,back,124,jynx,NULL
xd,back,125,electabuzz,NULL
xd,back,126,magmar,NULL
xd,back,127,pinsir,NULL
xd,back,128,tauros,NULL
xd,back,129,magikarp,NULL
xd,back,130,gyarados,NULL
xd,back,131,lapras,NULL
xd,back,132,ditto,NULL
xd,back,133,eevee,NULL
xd,back,134,vaporeon,NULL
xd,back,135,jolteon,NULL
xd,back,136,flareon,NULL
xd,back,137,porygon,NULL
xd,back,138,omanyte,NULL
xd,back,139,omastar,NULL
xd,back,140,kabuto,NULL
xd,back,141,kabutops,NULL
xd,back,142,aerodactyl,NULL
xd,back,143,snorlax,NULL
xd,back,144,articuno,NULL
xd,back,145,zapdos,NULL
xd,back,146,moltres,NULL
xd,back,147,dratini,NULL
xd,back,148,dragonair,NULL
xd,back,149,dragonite,NULL
xd,back,150,mewtwo,NULL
xd,back,151,mew,NULL
xd,back,152,chikorita,NULL
xd,back,153,bayleef,NULL
xd,back,154,meganium,NULL
xd,back,155,cyndaquil,NULL
xd,back,156,quilava,NULL
xd,back,157,typhlosion,NULL
xd,back,158,totodile,NULL
xd,back,159,croconaw,NULL
xd,back,160,feraligatr,NULL
xd,back,161,sentret,NULL
xd,back,162,furret,NULL
xd,back,163,hoothoot,NULL
xd,back,164,noctowl,NULL
xd,back,165,ledyba,NULL
xd,back,166,ledian,NULL
xd,back,167,spinarak,NULL
xd,back,168,ariados,NULL
xd,back,169,crobat,NULL
xd,back,170,chinchou,NULL
xd,back,171,lanturn,NULL
xd,back,172,pichu,NULL
xd,back,173,cleffa,NULL
xd,back,174,igglybuff,NULL
xd,back,175,togepi,NULL
xd,back,176,togetic,NULL
xd,back,177,natu,NULL
xd,back,178,xatu,NULL
xd,back,179,mareep,NULL
xd,back,180,flaaffy,NULL
xd,back,181,ampharos,NULL
xd,back,182,bellossom,NULL
xd,back,183,marill,NULL
xd,back,184,azumarill,NULL
xd,back,185,sudowoodo,NULL
xd,back,186,politoed,NULL
xd,back,187,hoppip,NULL
xd,back,188,skiploom,NULL
xd,back,189,jumpluff,NULL
xd,back,190,aipom,NULL
xd,back,191,sunkern,NULL
xd,back,192,sunflora,NULL
xd,back,193,yanma,NULL
xd,back,194,wooper,NULL
xd,back,195,quagsire,NULL
xd,back,196,espeon,NULL
xd,back,197,umbreon,NULL
xd,back,198,murkrow,NULL
xd,back,199,slowking,NULL
xd,back,200,misdreavus,NULL
xd,back,201,unown,a
