id,version,location,area,method,species,pokemon,level,chance,conditions,note
55101,emerald,petalburg-woods,whole-area,walk,shroomish,shroomish,5-6,15,,
55106,emerald,petalburg-woods,whole-area,walk,silcoon,silcoon,5,10,,
55111,emerald,petalburg-woods,whole-area,walk,cascoon,cascoon,5,10,,
55116,emerald,petalburg-woods,whole-area,walk,taillow,taillow,5-6,5,,
55121,emerald,petalburg-woods,whole-area,walk,slakoth,slakoth,5-6,5,,
55126,emerald,rusturf-tunnel,whole-area,walk,whismur,whismur,5-8,100,,
55131,emerald,seafloor-cavern,entrance,old-rod,magikarp,magikarp,5-10,70,,
55136,emerald,seafloor-cavern,entrance,old-rod,tentacool,tentacool,5-10,30,,
55141,emerald,seafloor-cavern,entrance,good-rod,magikarp,magikarp,10-30,60,,
55146,emerald,seafloor-cavern,entrance,good-rod,tentacool,tentacool,10-30,20,,
55151,emerald,seafloor-cavern,entrance,good-rod,wailmer,wailmer,10-30,20,,
55156,emerald,seafloor-cavern,entrance,super-rod,wailmer,wailmer,20-45,100,,
55161,emerald,seafloor-cavern,entrance,surf,tentacool,tentacool,5-35,60,,
55166,emerald,seafloor-cavern,entrance,surf,zubat,zubat,5-35,35,,
55171,emerald,seafloor-cavern,entrance,surf,golbat,golbat,30-35,5,,
55176,emerald,seafloor-cavern,room-1,walk,zubat,zubat,28-35,90,,
55181,emerald,seafloor-cavern,room-1,walk,golbat,golbat,33-36,10,,
55186,emerald,seafloor-cavern,room-2,walk,zubat,zubat,28-35,90,,
55191,emerald,seafloor-cavern,room-2,walk,golbat,golbat,33-36,10,,
55196,emerald,seafloor-cavern,room-3,walk,zubat,zubat,28-35,90,,
55201,emerald,seafloor-cavern,room-3,walk,golbat,golbat,33-36,10,,
55206,emerald,seafloor-cavern,room-4,walk,zubat,zubat,28-35,90,,
55211,emerald,seafloor-cavern,room-4,walk,golbat,golbat,33-36,10,,
55216,emerald,seafloor-cavern,room-5,walk,zubat,zubat,28-35,90,,
55221,emerald,seafloor-cavern,room-5,walk,golbat,golbat,33-36,10,,
55226,emerald,seafloor-cavern,room-6,walk,zubat,zubat,28-35,90,,
55231,emerald,seafloor-cavern,room-6,walk,golbat,golbat,33-36,10,,
55236,emerald,seafloor-cavern,room-6,old-rod,magikarp,magikarp,5-10,70,,
55241,emerald,seafloor-cavern,room-6,old-rod,tentacool,tentacool,5-10,30,,
55246,emerald,seafloor-cavern,room-6,good-rod,magikarp,magikarp,10-30,60,,
55251,emerald,seafloor-cavern,room-6,good-rod,tentacool,tentacool,10-30,20,,
55256,emerald,seafloor-cavern,room-6,good-rod,wailmer,wailmer,10-30,20,,
55261,emerald,seafloor-cavern,room-6,super-rod,wailmer,wailmer,20-45,100,,
55266,emerald,seafloor-cavern,room-6,surf,tentacool,tentacool,5-35,60,,
55271,emerald,seafloor-cavern,room-6,surf,zubat,zubat,5-35,35,,
55276,emerald,seafloor-cavern,room-6,surf,golbat,golbat,30-35,5,,
55281,emerald,seafloor-cavern,room-7,walk,zubat,zubat,28-35,90,,
55286,emerald,seafloor-cavern,room-7,walk,golbat,golbat,33-36,10,,
55291,emerald,seafloor-cavern,room-7,old-rod,magikarp,magikarp,5-10,70,,
55296,emerald,seafloor-cavern,room-7,old-rod,tentacool,tentacool,5-10,30,,
55301,emerald,seafloor-cavern,room-7,good-rod,magikarp,magikarp,10-30,60,,
55306,emerald,seafloor-cavern,room-7,good-rod,tentacool,tentacool,10-30,20,,
55311,emerald,seafloor-cavern,room-7,good-rod,wailmer,wailmer,10-30,20,,
55316,emerald,seafloor-cavern,room-7,super-rod,wailmer,wailmer,20-45,100,,
55321,emerald,seafloor-cavern,room-7,surf,tentacool,tentacool,5-35,60,,
55326,emerald,seafloor-cavern,room-7,surf,zubat,zubat,5-35,35,,
55331,emerald,seafloor-cavern,room-7,surf,golbat,golbat,30-35,5,,
55336,emerald,seafloor-cavern,room-8,walk,zubat,zubat,28-35,90,,
55341,emerald,seafloor-cavern,room-8,walk,golbat,golbat,33-36,10,,
55346,emerald,shoal-cave,entrance-low-tide,walk,spheal,spheal,26-32,50,,
55351,emerald,shoal-cave,entrance-low-tide,walk,zubat,zubat,26-32,45,,
55356,emerald,shoal-cave,entrance-low-tide,walk,golbat,golbat,32,5,,
55361,emerald,shoal-cave,entrance-low-tide,old-rod,magikarp,magikarp,5-10,70,,
55366,emerald,shoal-cave,entrance-low-tide,old-rod,tentacool,tentacool,5-10,30,,
55371,emerald,shoal-cave,entrance-low-tide,good-rod,magikarp,magikarp,10-30,60,,
55376,emerald,shoal-cave,entrance-low-tide,good-rod,tentacool,tentacool,10-30,20,,
55381,emerald,shoal-cave,entrance-low-tide,good-rod,wailmer,wailmer,10-30,20,,
55386,emerald,shoal-cave,entrance-low-tide,super-rod,wailmer,wailmer,20-45,100,,
55391,emerald,shoal-cave,entrance-low-tide,surf,tentacool,tentacool,5-35,60,,
55396,emerald,shoal-cave,entrance-low-tide,surf,zubat,zubat,5-35,30,,
55401,emerald,shoal-cave,entrance-low-tide,surf,spheal,spheal,25-35,10,,
55406,emerald,shoal-cave,ice,walk,spheal,spheal,26-32,45,,
55411,emerald,shoal-cave,ice,walk,zubat,zubat,26-30,40,,
55416,emerald,shoal-cave,ice,walk,snorunt,snorunt,26-30,10,,
55421,emerald,shoal-cave,ice,walk,golbat,golbat,30-32,5,,
55426,emerald,shoal-cave,inside-low-tide,walk,spheal,spheal,26-32,50,,
55431,emerald,shoal-cave,inside-low-tide,walk,zubat,zubat,26-32,45,,
55436,emerald,shoal-cave,inside-low-tide,walk,golbat,golbat,32,5,,
55441,emerald,shoal-cave,inside-low-tide,old-rod,magikarp,magikarp,5-10,70,,
55446,emerald,shoal-cave,inside-low-tide,old-rod,tentacool,tentacool,5-10,30,,
55451,emerald,shoal-cave,inside-low-tide,good-rod,magikarp,magikarp,10-30,60,,
55456,emerald,shoal-cave,inside-low-tide,good-rod,tentacool,tentacool,10-30,20,,
55461,emerald,shoal-cave,inside-low-tide,good-rod,wailmer,wailmer,10-30,20,,
55466,emerald,shoal-cave,inside-low-tide,super-rod,wailmer,wailmer,20-45,100,,
55471,emerald,shoal-cave,inside-low-tide,surf,tentacool,tentacool,5-35,60,,
55476,emerald,shoal-cave,inside-low-tide,surf,zubat,zubat,5-35,30,,
55481,emerald,shoal-cave,inside-low-tide,surf,spheal,spheal,25-35,10,,
55486,emerald,shoal-cave,lower,walk,spheal,spheal,26-32,50,,
55491,emerald,shoal-cave,lower,walk,zubat,zubat,26-32,45,,
55496,emerald,shoal-cave,lower,walk,golbat,golbat,32,5,,
55501,emerald,shoal-cave,stepped,walk,spheal,spheal,26-32,50,,
55506,emerald,shoal-cave,stepped,walk,zubat,zubat,26-32,45,,
55511,emerald,shoal-cave,stepped,walk,golbat,golbat,32,5,,
55516,emerald,sky-pillar,1f,walk,golbat,golbat,34-35,30,,
55521,emerald,sky-pillar,1f,walk,sableye,sableye,33-34,30,,
55526,emerald,sky-pillar,1f,walk,claydol,claydol,36-38,25,,
55531,emerald,sky-pillar,1f,walk,banette,banette,37-38,15,,
55536,emerald,sky-pillar,3f,walk,golbat,golbat,34-35,30,,
55541,emerald,sky-pillar,3f,walk,sableye,sableye,33-34,30,,
55546,emerald,sky-pillar,3f,walk,claydol,claydol,36-38,25,,
55551,emerald,sky-pillar,3f,walk,banette,banette,37-38,15,,
55556,emerald,sky-pillar,5f,walk,golbat,golbat,34-35,30,,
55561,emerald,sky-pillar,5f,walk,sableye,sableye,33-34,30,,
55566,emerald,sky-pillar,5f,walk,claydol,claydol,36-37,19,,
55571,emerald,sky-pillar,5f,walk,banette,banette,37-38,15,,
55576,emerald,sky-pillar,5f,walk,altaria,altaria,38-39,6,,
55581,emerald,slateport-city,whole-area,old-rod,magikarp,magikarp,5-10,70,,
55586,emerald,slateport-city,whole-area,old-rod,tentacool,tentacool,5-10,30,,
55591,emerald,slateport-city,whole-area,good-rod,magikarp,magikarp,10-30,60,,
55596,emerald,slateport-city,whole-area,good-rod,tentacool,tentacool,10-30,20,,
55601,emerald,slateport-city,whole-area,good-rod,wailmer,wailmer,10-30,20,,
55606,emerald,slateport-city,whole-area,super-rod,wailmer,wailmer,20-45,100,,
55611,emerald,slateport-city,whole-area,surf,tentacool,tentacool,5-35,60,,
55616,emerald,slateport-city,whole-area,surf,wingull,wingull,10-30,35,,
55621,emerald,slateport-city,whole-area,surf,pelipper,pelipper,25-30,5,,
55626,emerald,sootopolis-city,whole-area,old-rod,magikarp,magikarp,5-10,70,,
55631,emerald,sootopolis-city,whole-area,old-rod,tentacool,tentacool,5-10,30,,
55636,emerald,sootopolis-city,whole-area,good-rod,magikarp,magikarp,10-30,100,,
55641,emerald,sootopolis-city,whole-area,super-rod,magikarp,magikarp,30-35,80,,
55646,emerald,sootopolis-city,whole-area,super-rod,gyarados,gyarados,5-45,20,,
55651,emerald,sootopolis-city,whole-area,surf,magikarp,magikarp,5-35,100,,
55656,emerald,team-magma-hideout,1f,walk,geodude,geodude,27-30,55,,
55661,emerald,team-magma-hideout,1f,walk,torkoal,torkoal,28-30,30,,
55666,emerald,team-magma-hideout,1f,walk,graveler,graveler,30-33,15,,
55671,emerald,team-magma-hideout,1f-b2f,walk,geodude,geodude,27-30,55,,
55676,emerald,team-magma-hideout,1f-b2f,walk,torkoal,torkoal,28-30,30,,
55681,emerald,team-magma-hideout,1f-b2f,walk,graveler,graveler,30-33,15,,
55686,emerald,team-magma-hideout,b1f,walk,geodude,geodude,27-30,55,,
55691,emerald,team-magma-hideout,b1f,walk,torkoal,torkoal,28-30,30,,
55696,emerald,team-magma-hideout,b1f,walk,graveler,graveler,30-33,15,,
55701,emerald,team-magma-hideout,b2f-b4f,walk,geodude,geodude,27-30,55,,
55706,emerald,team-magma-hideout,b2f-b4f,walk,torkoal,torkoal,28-30,30,,
55711,emerald,team-magma-hideout,b2f-b4f,walk,graveler,graveler,30-33,15,,
55716,emerald,team-magma-hideout,b3f,walk,geodude,geodude,27-30,55,,
55721,emerald,team-magma-hideout,b3f,walk,torkoal,torkoal,28-30,30,,
55726,emerald,team-magma-hideout,b3f,walk,graveler,graveler,30-33,15,,
55731,emerald,team-magma-hideout,b3f-1f,walk,geodude,geodude,27-30,55,,
55736,emerald,team-magma-hideout,b3f-1f,walk,torkoal,torkoal,28-30,30,,
55741,emerald,team-magma-hideout,b3f-1f,walk,graveler,graveler,30-33,15,,
55746,emerald,team-magma-hideout,b4f,walk,geodude,geodude,27-30,55,,
55751,emerald,team-magma-hideout,b4f,walk,torkoal,torkoal,28-30,30,,
55756,emerald,team-magma-hideout,b4f,walk,graveler,graveler,30-33,15,,
55761,emerald,team-magma-hideout,b5f-b3f,walk,geodude,geodude,27-30,55,,
55766,emerald,team-magma-hideout,b5f-b3f,walk,torkoal,torkoal,28-30,30,,
55771,emerald,team-magma-hideout,b5f-b3f,walk,graveler,graveler,30-33,15,,
55776,firered,berry-forest,whole-area,walk,pidgeotto,pidgeotto,37,20,,
55781,firered,berry-forest,whole-area,walk,gloom,gloom,35,20,,
55786,firered,berry-forest,whole-area,walk,pidgey,pidgey,32,10,,
55791,firered,berry-forest,whole-area,walk,oddish,oddish,30,10,,
55796,firered,berry-forest,whole-area,walk,venonat,venonat,34,10,,
55801,firered,berry-forest,whole-area,walk,drowzee,drowzee,34,10,,
55806,firered,berry-forest,whole-area,walk,venomoth,venomoth,37-40,5,,
55811,firered,berry-forest,whole-area,walk,psyduck,psyduck,31,5,,
55816,firered,berry-forest,whole-area,walk,hypno,hypno,37-40,5,,
55821,firered,berry-forest,whole-area,walk,exeggcute,exeggcute,35,5,,
55826,firered,berry-forest,whole-area,old-rod,magikarp,magikarp,5,100,,
55831,firered,berry-forest,whole-area,good-rod,goldeen,goldeen,5-15,60,,
55836,firered,berry-forest,whole-area,good-rod,poliwag,poliwag,5-15,20,,
55841,firered,berry-forest,whole-area,good-rod,magikarp,magikarp,5-15,20,,
55846,firered,berry-forest,whole-area,super-rod,goldeen,goldeen,15-25,40,,
55851,firered,berry-forest,whole-area,super-rod,seaking,seaking,20-30,40,,
55856,firered,berry-forest,whole-area,super-rod,gyarados,gyarados,15-25,15,,
55861,firered,berry-forest,whole-area,super-rod,psyduck,psyduck,15-35,5,,
55866,firered,berry-forest,whole-area,surf,psyduck,psyduck,5-40,95,,
55871,firered,berry-forest,whole-area,surf,golduck,golduck,35-40,5,,
55876,firered,bond-bridge,whole-area,walk,pidgey,pidgey,29-32,30,,
55881,firered,bond-bridge,whole-area,walk,oddish,oddish,31,20,,
55886,firered,bond-bridge,whole-area,walk,pidgeotto,pidgeotto,34-40,15,,
55891,firered,bond-bridge,whole-area,walk,gloom,gloom,36,10,,
55896,firered,bond-bridge,whole-area,walk,meowth,meowth,31,10,,
55901,firered,bond-bridge,whole-area,walk,venonat,venonat,34,5,,
55906,firered,bond-bridge,whole-area,walk,persian,persian,37-40,5,,
55911,firered,bond-bridge,whole-area,walk,psyduck,psyduck,31,5,,
55916,firered,bond-bridge,whole-area,old-rod,magikarp,magikarp,5,100,,
55921,firered,bond-bridge,whole-area,good-rod,horsea,horsea,5-15,80,,
55926,firered,bond-bridge,whole-area,good-rod,magikarp,magikarp,5-15,20,,
55931,firered,bond-bridge,whole-area,super-rod,horsea,horsea,15-25,80,,
55936,firered,bond-bridge,whole-area,super-rod,gyarados,gyarados,15-25,15,,
55941,firered,bond-bridge,whole-area,super-rod,seadra,seadra,25-35,4,,
55946,firered,bond-bridge,whole-area,super-rod,psyduck,psyduck,25-35,1,,
55951,firered,bond-bridge,whole-area,surf,tentacool,tentacool,5-40,95,,
55956,firered,bond-bridge,whole-area,surf,tentacruel,tentacruel,35-40,5,,
55961,firered,canyon-entrance,whole-area,walk,sentret,sentret,10-15,30,,
55966,firered,canyon-entrance,whole-area,walk,spearow,spearow,44,20,,
55971,firered,canyon-entrance,whole-area,walk,fearow,fearow,48-50,15,,
55976,firered,canyon-entrance,whole-area,walk,phanpy,phanpy,10-15,15,,
55981,firered,canyon-entrance,whole-area,walk,meowth,meowth,41,10,,
55986,firered,canyon-entrance,whole-area,walk,persian,persian,47-50,5,,
55991,firered,canyon-entrance,whole-area,walk,psyduck,psyduck,41,5,,
55996,firered,cape-brink,whole-area,walk,oddish,oddish,30-32,30,,
56001,firered,cape-brink,whole-area,walk,spearow,spearow,31,20,,
56006,firered,cape-brink,whole-area,walk,gloom,gloom,36-38,15,,
56011,firered,cape-brink,whole-area,walk,fearow,fearow,36,10,,
56016,firered,cape-brink,whole-area,walk,meowth,meowth,31,10,,
56021,firered,cape-brink,whole-area,walk,persian,persian,37-40,5,,
56026,firered,cape-brink,whole-area,walk,psyduck,psyduck,31,5,,
56031,firered,cape-brink,whole-area,walk,golduck,golduck,37-40,5,,
56036,firered,cape-brink,whole-area,old-rod,magikarp,magikarp,5,100,,
56041,firered,cape-brink,whole-area,good-rod,poliwag,poliwag,5-15,60,,
56046,firered,cape-brink,whole-area,good-rod,goldeen,goldeen,5-15,20,,
56051,firered,cape-brink,whole-area,good-rod,magikarp,magikarp,5-15,20,,
56056,firered,cape-brink,whole-area,super-rod,poliwag,poliwag,15-25,40,,
56061,firered,cape-brink,whole-area,super-rod,poliwhirl,poliwhirl,20-30,40,,
56066,firered,cape-brink,whole-area,super-rod,gyarados,gyarados,15-25,15,,
56071,firered,cape-brink,whole-area,super-rod,psyduck,psyduck,15-35,5,,
56076,firered,cape-brink,whole-area,surf,psyduck,psyduck,5-40,95,,
56081,firered,cape-brink,whole-area,surf,golduck,golduck,35-40,5,,
56086,firered,celadon-city,celadon-mansion,gift,eevee,eevee,25,,,
56091,firered,celadon-city,whole-area,old-rod,magikarp,magikarp,5,100,,
56096,firered,celadon-city,whole-area,good-rod,magikarp,magikarp,5-15,100,,
56101,firered,celadon-city,whole-area,super-rod,magikarp,magikarp,15-35,99,,
56106,firered,celadon-city,whole-area,super-rod,grimer,grimer,30-40,1,,
56111,firered,celadon-city,whole-area,surf,psyduck,psyduck,5-40,99,,
56116,firered,celadon-city,whole-area,surf,koffing,koffing,30-40,1,,
56121,firered,cerulean-cave,1f,walk,parasect,parasect,49-58,25,,
56126,firered,cerulean-cave,1f,walk,magneton,magneton,49,20,,
56131,firered,cerulean-cave,1f,walk,golbat,golbat,46-55,14,,
56136,firered,cerulean-cave,1f,walk,primeape,primeape,52-61,11,,
56141,firered,cerulean-cave,1f,walk,ditto,ditto,52-61,11,,
56146,firered,cerulean-cave,1f,walk,machoke,machoke,46,10,,
56151,firered,cerulean-cave,1f,walk,electrode,electrode,58,5,,
56156,firered,cerulean-cave,1f,walk,wobbuffet,wobbuffet,55,4,,
56161,firered,cerulean-cave,1f,old-rod,magikarp,magikarp,5,100,,
56166,firered,cerulean-cave,1f,good-rod,poliwag,poliwag,5-15,60,,
56171,firered,cerulean-cave,1f,good-rod,goldeen,goldeen,5-15,20,,
56176,firered,cerulean-cave,1f,good-rod,magikarp,magikarp,5-15,20,,
56181,firered,cerulean-cave,1f,super-rod,poliwag,poliwag,15-25,40,,
56186,firered,cerulean-cave,1f,super-rod,poliwhirl,poliwhirl,20-30,40,,
56191,firered,cerulean-cave,1f,super-rod,gyarados,gyarados,15-25,15,,
56196,firered,cerulean-cave,1f,super-rod,psyduck,psyduck,15-35,5,,
56201,firered,cerulean-cave,1f,surf,psyduck,psyduck,30-50,65,,
56206,firered,cerulean-cave,1f,surf,golduck,golduck,40-55,35,,
56211,firered,cerulean-cave,1f,rock-smash,geodude,geodude,30-50,65,,
56216,firered,cerulean-cave,1f,rock-smash,graveler,graveler,40-55,35,,
56221,firered,cerulean-cave,2f,walk,golbat,golbat,49-58,25,,
56226,firered,cerulean-cave,2f,walk,machoke,machoke,49,20,,
56231,firered,cerulean-cave,2f,walk,parasect,parasect,52-61,14,,
56236,firered,cerulean-cave,2f,walk,kadabra,kadabra,55-64,11,,
56241,firered,cerulean-cave,2f,walk,ditto,ditto,55-64,11,,
56246,firered,cerulean-cave,2f,walk,magneton,magneton,52,10,,
56251,firered,cerulean-cave,2f,walk,wobbuffet,wobbuffet,58,5,,
56256,firered,cerulean-cave,2f,walk,electrode,electrode,61,4,,
56261,firered,cerulean-cave,2f,rock-smash,geodude,geodude,35-55,65,,
56266,firered,cerulean-cave,2f,rock-smash,graveler,graveler,45-60,35,,
56271,firered,cerulean-cave,b1f,walk,kadabra,kadabra,58-67,25,,
56276,firered,cerulean-cave,b1f,walk,ditto,ditto,58-67,25,,
56281,firered,cerulean-cave,b1f,walk,parasect,parasect,55-64,14,,
56286,firered,cerulean-cave,b1f,walk,golbat,golbat,52-61,11,,
56291,firered,cerulean-cave,b1f,walk,machoke,machoke,52,10,,
56296,firered,cerulean-cave,b1f,walk,magneton,magneton,55,10,,
56301,firered,cerulean-cave,b1f,walk,electrode,electrode,64,4,,
56306,firered,cerulean-cave,b1f,walk,wobbuffet,wobbuffet,61,1,,
56311,firered,cerulean-cave,b1f,old-rod,magikarp,magikarp,5,100,,
56316,firered,cerulean-cave,b1f,good-rod,poliwag,poliwag,5-15,60,,
56321,firered,cerulean-cave,b1f,good-rod,goldeen,goldeen,5-15,20,,
56326,firered,cerulean-cave,b1f,good-rod,magikarp,magikarp,5-15,20,,
56331,firered,cerulean-cave,b1f,super-rod,poliwag,poliwag,15-25,40,,
56336,firered,cerulean-cave,b1f,super-rod,poliwhirl,poliwhirl,20-30,40,,
56341,firered,cerulean-cave,b1f,super-rod,gyarados,gyarados,15-35,16,,
56346,firered,cerulean-cave,b1f,super-rod,psyduck,psyduck,15-25,4,,
56351,firered,cerulean-cave,b1f,surf,psyduck,psyduck,40-60,65,,
56356,firered,cerulean-cave,b1f,surf,golduck,golduck,50-65,35,,
56361,firered,cerulean-cave,b1f,rock-smash,geodude,geodude,40-60,65,,
56366,firered,cerulean-cave,b1f,rock-smash,graveler,graveler,50-65,35,,
56371,firered,cerulean-city,whole-area,old-rod,magikarp,magikarp,5,100,,
56376,firered,cerulean-city,whole-area,good-rod,horsea,horsea,5-15,60,,
56381,firered,cerulean-city,whole-area,good-rod,krabby,krabby,5-15,20,,
56386,firered,cerulean-city,whole-area,good-rod,magikarp,magikarp,5-15,20,,
56391,firered,cerulean-city,whole-area,super-rod,horsea,horsea,15-35,84,,
56396,firered,cerulean-city,whole-area,super-rod,gyarados,gyarados,15-25,15,,
56401,firered,cerulean-city,whole-area,super-rod,psyduck,psyduck,25-35,1,,
56406,firered,cerulean-city,whole-area,surf,tentacool,tentacool,5-40,100,,
56411,firered,cinnabar-island,whole-area,old-rod,magikarp,magikarp,5,100,,
56416,firered,cinnabar-island,whole-area,good-rod,horsea,horsea,5-15,60,,
56421,firered,cinnabar-island,whole-area,good-rod,krabby,krabby,5-15,20,,
56426,firered,cinnabar-island,whole-area,good-rod,magikarp,magikarp,5-15,20,,
56431,firered,cinnabar-island,whole-area,super-rod,shellder,shellder,15-25,40,,
56436,firered,cinnabar-island,whole-area,super-rod,horsea,horsea,15-25,40,,
56441,firered,cinnabar-island,whole-area,super-rod,gyarados,gyarados,15-25,15,,
56446,firered,cinnabar-island,whole-area,super-rod,seadra,seadra,25-35,4,,
56451,firered,cinnabar-island,whole-area,super-rod,psyduck,psyduck,25-35,1,,
56456,firered,cinnabar-island,whole-area,surf,tentacool,tentacool,5-40,100,,
56461,firered,digletts-cave,underground,walk,diglett,diglett,15-22,95,,
56466,firered,digletts-cave,underground,walk,dugtrio,dugtrio,29-31,5,,
56471,firered,five-island--town,whole-area,old-rod,magikarp,magikarp,5,100,,
56476,firered,five-island--town,whole-area,good-rod,horsea,horsea,5-15,80,,
56481,firered,five-island--town,whole-area,good-rod,magikarp,magikarp,5-15,20,,
56486,firered,five-island--town,whole-area,super-rod,shellder,shellder,15-25,40,,
56491,firered,five-island--town,whole-area,super-rod,horsea,horsea,15-25,40,,
56496,firered,five-island--town,whole-area,super-rod,gyarados,gyarados,15-25,15,,
56501,firered,five-island--town,whole-area,super-rod,seadra,seadra,25-35,4,,
56506,firered,five-island--town,whole-area,super-rod,psyduck,psyduck,25-35,1,,
56511,firered,five-island--town,whole-area,surf,tentacool,tentacool,5-40,65,,
56516,firered,five-island--town,whole-area,surf,hoppip,hoppip,5-15,30,,
56521,firered,five-island--town,whole-area,surf,tentacruel,tentacruel,35-40,5,,
56526,firered,five-isle-meadow,whole-area,walk,sentret,sentret,10-15,30,,
56531,firered,five-isle-meadow,whole-area,walk,pidgey,pidgey,44,20,,
56536,firered,five-isle-meadow,whole-area,walk,pidgeotto,pidgeotto,48-50,15,,
56541,firered,five-isle-meadow,whole-area,walk,hoppip,hoppip,10-15,15,,
56546,firered,five-isle-meadow,whole-area,walk,meowth,meowth,41,10,,
56551,firered,five-isle-meadow,whole-area,walk,persian,persian,47-50,5,,
56556,firered,five-isle-meadow,whole-area,walk,psyduck,psyduck,41,5,,
56561,firered,five-isle-meadow,whole-area,old-rod,magikarp,magikarp,5,100,,
56566,firered,five-isle-meadow,whole-area,good-rod,horsea,horsea,5-15,80,,
56571,firered,five-isle-meadow,whole-area,good-rod,magikarp,magikarp,5-15,20,,
56576,firered,five-isle-meadow,whole-area,super-rod,horsea,horsea,15-25,40,,
56581,firered,five-isle-meadow,whole-area,super-rod,qwilfish,qwilfish,15-25,40,,
56586,firered,five-isle-meadow,whole-area,super-rod,gyarados,gyarados,15-25,15,,
56591,firered,five-isle-meadow,whole-area,super-rod,seadra,seadra,25-35,4,,
56596,firered,five-isle-meadow,whole-area,super-rod,psyduck,psyduck,25-35,1,,
56601,firered,five-isle-meadow,whole-area,surf,tentacool,tentacool,5-40,65,,
56606,firered,five-isle-meadow,whole-area,surf,hoppip,hoppip,5-15,30,,
56611,firered,five-isle-meadow,whole-area,surf,tentacruel,tentacruel,35-40,5,,
56616,firered,four-island,whole-area,old-rod,magikarp,magikarp,5,100,,
56621,firered,four-island,whole-area,good-rod,poliwag,poliwag,5-15,60,,
56626,firered,four-island,whole-area,good-rod,goldeen,goldeen,5-15,20,,
56631,firered,four-island,whole-area,good-rod,magikarp,magikarp,5-15,20,,
56636,firered,four-island,whole-area,super-rod,poliwag,poliwag,15-25,40,,
56641,firered,four-island,whole-area,super-rod,poliwhirl,poliwhirl,20-30,40,,
56646,firered,four-island,whole-area,super-rod,gyarados,gyarados,15-25,15,,
56651,firered,four-island,whole-area,super-rod,psyduck,psyduck,15-35,5,,
56656,firered,four-island,whole-area,surf,wooper,wooper,5-25,70,,
56661,firered,four-island,whole-area,surf,psyduck,psyduck,5-35,30,,
56666,firered,fuchsia-city,whole-area,old-rod,magikarp,magikarp,5,100,,
56671,firered,fuchsia-city,whole-area,good-rod,goldeen,goldeen,5-15,60,,
56676,firered,fuchsia-city,whole-area,good-rod,poliwag,poliwag,5-15,20,,
56681,firered,fuchsia-city,whole-area,good-rod,magikarp,magikarp,5-15,20,,
56686,firered,fuchsia-city,whole-area,super-rod,goldeen,goldeen,15-25,40,,
56691,firered,fuchsia-city,whole-area,super-rod,seaking,seaking,20-30,40,,
56696,firered,fuchsia-city,whole-area,super-rod,gyarados,gyarados,15-25,15,,
56701,firered,fuchsia-city,whole-area,super-rod,psyduck,psyduck,15-35,5,,
56706,firered,fuchsia-city,whole-area,surf,psyduck,psyduck,20-40,100,,
56711,firered,green-path,whole-area,old-rod,magikarp,magikarp,5,100,,
56716,firered,green-path,whole-area,good-rod,horsea,horsea,5-15,80,,
56721,firered,green-path,whole-area,good-rod,magikarp,magikarp,5-15,20,,
56726,firered,green-path,whole-area,super-rod,horsea,horsea,15-25,40,,
56731,firered,green-path,whole-area,super-rod,qwilfish,qwilfish,15-25,40,,
56736,firered,green-path,whole-area,super-rod,gyarados,gyarados,15-25,15,,
56741,firered,green-path,whole-area,super-rod,seadra,seadra,25-35,4,,
56746,firered,green-path,whole-area,super-rod,psyduck,psyduck,25-35,1,,
56751,firered,green-path,whole-area,surf,tentacool,tentacool,5-40,95,,
56756,firered,green-path,whole-area,surf,tentacruel,tentacruel,35-40,5,,
56761,firered,icefall-cave,1f,walk,swinub,swinub,23-31,50,,
56766,firered,icefall-cave,1f,walk,golbat,golbat,45-48,25,,
56771,firered,icefall-cave,1f,walk,zubat,zubat,40,10,,
56776,firered,icefall-cave,1f,walk,seel,seel,45,10,,
56781,firered,icefall-cave,1f,walk,delibird,delibird,30,5,,
56786,firered,icefall-cave,b1f,walk,swinub,swinub,23-31,50,,
56791,firered,icefall-cave,b1f,walk,golbat,golbat,45-48,25,,
56796,firered,icefall-cave,b1f,walk,zubat,zubat,40,10,,
56801,firered,icefall-cave,b1f,walk,seel,seel,45,10,,
56806,firered,icefall-cave,b1f,walk,delibird,delibird,30,5,,
56811,firered,icefall-cave,entrance,walk,seel,seel,43-47,40,,
56816,firered,icefall-cave,entrance,walk,golbat,golbat,45-48,25,,
56821,firered,icefall-cave,entrance,walk,dewgong,dewgong,49-53,20,,
56826,firered,icefall-cave,entrance,walk,zubat,zubat,40,10,,
56831,firered,icefall-cave,entrance,walk,psyduck,psyduck,41,5,,
56836,firered,icefall-cave,entrance,old-rod,magikarp,magikarp,5,100,,
56841,firered,icefall-cave,entrance,good-rod,poliwag,poliwag,5-15,60,,
56846,firered,icefall-cave,entrance,good-rod,goldeen,goldeen,5-15,20,,
56851,firered,icefall-cave,entrance,good-rod,magikarp,magikarp,5-15,20,,
56856,firered,icefall-cave,entrance,super-rod,poliwag,poliwag,15-25,40,,
56861,firered,icefall-cave,entrance,super-rod,poliwhirl,poliwhirl,20-30,40,,
56866,firered,icefall-cave,entrance,super-rod,gyarados,gyarados,15-25,15,,
56871,firered,icefall-cave,entrance,super-rod,psyduck,psyduck,15-35,5,,
56876,firered,icefall-cave,entrance,surf,seel,seel,5-35,60,,
